Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.15,1.29,0.02,4.56,-45.5,12.76
0.09,1.23,-0.05,12.99,-44.66,5.32
0.05,1.12,-0.08,17.72,-28.97,6.38
0.08,1,0.03,16.83,-20.09,9.44
-0.05,0.82,0.06,13.54,-15.15,5.95
0.04,0.76,0.03,9.05,-14.72,9.18
0.04,0.66,0.05,2.76,-16.4,10.16
0.04,0.58,0.04,-4.37,-17.05,15.54
0.07,0.49,0.04,-8.15,-20,11.35
0.04,0.44,0.02,-10.53,-24.57,7.85
0.03,0.38,-0.05,-8.64,-25.5,7.79
0.02,0.39,-0.06,-2.54,-26.88,4.59
0.01,0.41,-0.01,4.69,-25.02,3.56
0.00,0.49,-0.01,9.6,-23.37,-8.9
-0.06,0.64,0.02,10.79,-13.55,-27.45
-0.04,0.83,0.07,6.77,-0.19,-39.61
0.01,1.15,0.03,2.45,3.13,-54.6
0.09,1.46,0.06,-4.76,14.51,-24.27
0.09,1.56,0.07,-9.05,30.88,-4.16
0.14,1.49,0.11,-14.82,36.01,7.58
0.23,1.5,0.19,-16.23,42.09,11.75
0.28,1.43,0.2,-16.17,39.23,18.4
0.25,1.44,0.16,-11.63,38.21,7.39
0.22,1.4,0.19,-6.31,41.73,4.33
0.18,1.32,0.24,-2.3,44.87,3.96
0.15,1.26,0.25,-1.64,46.82,6.82
0.09,1.17,0.24,-4.3,47.95,6.09
0.18,0.96,0.27,-8.09,43.88,-3.94
0.00,1.03,0.08,-6.16,49.12,-1.02
0.00,0.99,0.15,-3.97,49.4,-4.48
-0.01,0.93,0.1,-4.4,49.47,1.64
-0.03,0.94,0.11,-2.76,38.78,12.52
0.03,0.77,0.22,-2.93,34.08,15.53
0.08,0.68,0.2,-1.91,28.24,22.01
0.07,0.56,0.17,0.32,21.11,28.82
0.08,0.47,0.16,1,19.49,24.97
0.09,0.45,0.13,2.98,21.61,21.57
0.06,0.42,0.09,5.36,18.94,25.58
0.01,0.42,0.03,6.43,24.63,27.94
0.02,0.45,-0.02,3.9,25.44,29.41
0.04,0.51,0.02,1.94,22.22,34.39
0.00,0.63,0.15,-0.42,5.23,21.54
-0.04,0.83,0.22,-5.98,-12.84,-21.34
-0.01,1.06,0.35,-17.61,-31.08,-62.1
0.06,1.61,0.32,-28.84,-39.63,-70.05
0.16,1.77,0.22,-25.48,-40.18,-32.18
0.07,1.63,0.07,-17.77,-30.05,-19.89
0.12,1.51,0.1,-13.71,-23.27,-4.2
0.24,1.51,0.11,-2.84,-32.12,5.82
0.42,1.63,0.11,-2.48,-44.58,-5.38
0.20,1.43,0.05,0.66,-45.69,7.43
0.21,1.35,0.04,-0.11,-47.6,8.31
0.16,1.31,-0.02,2.76,-46.27,6.87
0.12,1.19,0,7.27,-43.18,4.64
0.04,1.11,-0.05,13.73,-34.71,2.15
0.12,1.05,0.04,20.02,-26.42,-2.58
0.07,0.94,0.06,22.34,-23.78,0.6
0.07,0.82,0.06,17.88,-23.03,6.08
0.06,0.76,0.09,14.61,-22.34,13.76
0.09,0.72,0.05,11.71,-26.34,10.32
0.05,0.57,0.06,3,-30.48,11.22
0.05,0.48,0.06,-3.28,-31.73,10.78
0.00,0.46,0.01,-7.34,-32.44,9.31
-0.03,0.42,0.03,-9.5,-36.25,7.4
-0.02,0.44,0.03,-6.56,-41.52,7.55
-0.06,0.48,0.04,-3.83,-40.92,5.95
-0.06,0.57,0.07,0.79,-37.36,7.44
-0.05,0.71,0.12,3.39,-30.04,1.27
-0.02,0.82,0.09,3.14,-18.35,-12.92
0.03,1.09,0.02,2.1,-6.55,-37.54
0.15,1.42,-0.07,0.36,7.63,-60.15
0.18,1.59,-0.24,2.78,29.39,-34.41
0.23,1.62,-0.19,0.74,51.71,-14.56
0.31,1.57,0.11,-4.69,54.9,0.1
0.23,1.42,0.16,-7.27,54.53,3.36
0.26,1.43,0.22,-8.11,55.31,4.4
0.25,1.4,0.3,-8.67,49.7,5.88
0.23,1.38,0.33,-7.23,44.04,9.34
0.20,1.26,0.28,-4.7,39.66,9.18
0.19,1.16,0.31,-2.33,35.92,5.18
0.13,1.06,0.3,-2.29,28.47,1.93
0.09,1.04,0.2,-2.92,27.64,8.61
0.07,0.91,0.22,-4.06,24.84,16.41
-0.01,0.8,0.1,-6.54,23.05,20.76
0.08,0.75,0.12,-8.23,24.07,19.85
0.04,0.65,0.05,-8.07,28.56,14.93
0.03,0.5,0.13,-8.89,33.59,9.73
-0.01,0.42,0.04,-6.45,35.24,-0.8
-0.03,0.35,0.06,-2.73,33.89,-9.21
-0.01,0.32,0.1,-0.09,35,-5.11
-0.02,0.34,0.04,1.05,35.4,2.39
-0.02,0.37,-0.02,0.82,43.52,8.4
-0.04,0.44,0,-1.57,47.66,13.94
-0.06,0.62,0.07,-8.73,38.34,0.88
-0.09,0.8,0.16,-18.57,23.85,-20.57
-0.08,1.12,0.29,-35.17,5.69,-51.97
0.02,1.59,0.36,-45.3,0.81,-54.37
0.14,1.87,0.43,-42.25,-4.27,-37.11
0.14,1.82,0.35,-29.72,-14.03,14.95
0.12,1.71,0.22,-10.48,-13.25,23.65
0.19,1.64,0.23,3.87,-27.53,23.69
0.22,1.5,0.11,9.96,-35.96,20.3
0.21,1.37,0.06,7.52,-38.62,19.73
0.17,1.27,0.04,3.82,-38.82,17.35
0.23,1.25,0.08,4.53,-44.26,9.46
0.16,1.18,0.04,6.85,-43.08,7.15
0.07,1.14,-0.02,8.79,-32.85,-4.72
-0.02,1.12,0.05,12.81,-22.73,-17.31
0.05,1.06,0.03,17.34,-21.3,-10.37
0.06,0.97,0.06,20.31,-28.25,-7.75
0.07,0.99,0.1,21.41,-26.6,0.04
0.08,0.84,0.06,19.77,-33.29,10.46
-0.03,0.18,0.18,3.65,-31.16,3.42
0.14,0.7,0.11,4.14,-33.28,31.79
0.03,0.53,0.12,-1.6,-28.96,18.44
0.00,0.47,0.14,-4.76,-31.04,14.93
0.01,0.46,0.1,-2.74,-36.47,13.21
0.00,0.52,0.06,-2.51,-42.58,4.85
-0.08,0.48,0.02,-2.85,-42.96,1.53
-0.16,0.6,0.01,-4.28,-37.53,-20.5
-0.16,0.77,0.02,-6.08,-26.73,-39.2
-0.11,1.01,0,-8.36,-10.92,-51.97
0.02,1.25,-0.01,-9.38,5.73,-54.96
0.07,1.35,0.15,-4.97,11.96,-56
0.35,1.59,0.08,-2.41,36.52,27.2
0.31,1.22,0.07,-5.11,57.49,41.17
0.35,1.29,-0.04,-3.82,65.6,19.65
0.28,1.28,-0.12,-1.71,72.24,9.95
0.26,1.33,-0.01,-3.39,78.54,2.21
0.16,1.36,0.2,-5.31,73.38,-0.43
0.15,1.3,0.35,-11.5,58.35,3.27
0.16,1.24,0.46,-15.25,41.47,9.16
0.14,1.21,0.47,-16.29,30.74,12.39
0.16,1.16,0.49,-16.73,21.01,14.05
0.18,1.12,0.39,-12.69,19.22,16.52
0.21,1.05,0.31,-10.76,16.64,19.47
0.11,1.03,0.25,-5.63,19.11,27.49
0.09,0.84,0.24,-5.08,10.53,17.53
0.08,0.68,0.18,-4.02,1.62,8.27
0.07,0.55,0.05,-3.26,0.84,-10.47
0.10,0.52,0.09,0.16,6.83,-25.86
0.08,0.54,0.11,1.61,9.97,-35.34
0.06,0.57,0.1,4.18,5.99,-34.45
